REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	7wk_CTX_MECP2WT_Mecp2_CNR_HS031219_N031419.final.sort.final.bam	7wk_CTX_MECP2KO_Mecp2_CNR_HS031219_N031419.final.sort.final.bam
1_Peak32132_lociStitched	chr18	39924545	39925042	1	498	514.395	28.329
1_Peak44723_lociStitched	chr3	132905058	132905555	1	498	904.1921	118.6339
1_Peak35131_lociStitched	chr19	52224050	52224547	1	498	162.2208	69.3315
1_Peak13391_lociStitched	chr12	25096005	25096502	1	498	568.8662	204.1179
1_Peak9775_lociStitched	chr11	6174820	6175317	1	498	848.0311	92.0444
1_Peak15134_lociStitched	chr12	79771750	79772247	1	498	937.7893	24.7009
1_Peak22524_lociStitched	chr14	108034151	108034648	1	498	467.9255	74.2021
1_Peak56217_lociStitched	chr6	97073173	97073670	1	498	684.2696	25.4961
1_Peak17427_lociStitched	chr13	47134824	47135321	1	498	619.7093	62.8208
1_Peak65258_lociStitched	chr9	47659711	47660208	1	498	722.4889	61.3795
1_Peak20829_lociStitched	chr14	57489514	57490011	1	498	643.7641	43.8851
1_Peak34206_lociStitched	chr19	21805164	21805661	1	498	650.9209	71.568
1_Peak49412_lociStitched	chr4	149806574	149807071	1	498	560.3675	56.5089
1_Peak8388_lociStitched	chr10	93104281	93104778	1	498	608.2783	132.4008
1_Peak40264_lociStitched	chr2	143056668	143057165	1	498	665.7812	177.8266
1_Peak24821_lociStitched	chr15	58472563	58473060	1	498	533.4301	41.0025
1_Peak28964_lociStitched	chr16	96914414	96914911	1	498	742.5677	64.0633
1_Peak3079_lociStitched	chr1	118388853	118389350	1	498	1542.3401	578.7068
1_Peak25192_lociStitched	chr15	70744183	70744680	1	498	423.8416	17.0471
1_Peak35267_lociStitched	chr19	55556216	55556713	1	498	591.3306	28.1302
1_Peak55481_lociStitched	chr6	72185977	72186474	1	498	589.1438	124.5979
1_Peak38616_lociStitched	chr2	99170427	99170924	1	498	829.2445	102.382
1_Peak56088_lociStitched	chr6	94163440	94163937	1	498	455.749	25.5955
1_Peak60902_lociStitched	chr8	11958396	11958893	1	498	629.5499	75.2458
1_Peak29307_lociStitched	chr17	10963099	10963596	1	498	623.6356	66.6974
1_Peak9185_lociStitched	chr10	112572543	112573040	1	498	769.3063	76.7368
1_Peak50906_lociStitched	chr5	52263040	52263537	1	498	462.5579	89.46
1_Peak54180_lociStitched	chr6	29751425	29751922	1	498	1010.898	105.861
1_Peak54182_lociStitched	chr6	29767810	29768307	1	498	326.2805	88.2672
1_Peak60515_lociStitched	chr7	137410691	137411188	1	498	917.7105	240.6971
1_Peak23978_lociStitched	chr15	32766084	32766581	1	498	766.4237	95.424
1_Peak17695_lociStitched	chr13	57619271	57619768	1	498	606.8867	88.1678
1_Peak11011_lociStitched	chr11	49727949	49728446	1	498	541.0342	5.7155
1_Peak67503_lociStitched	chr9	122729461	122729958	1	498	409.9753	59.8388
1_Peak16284_lociStitched	chr13	8173705	8174202	1	498	446.1072	59.2424
1_Peak32267_lociStitched	chr18	43726987	43727484	1	498	412.0627	81.7068
1_Peak10905_lociStitched	chr11	45624209	45624706	1	498	587.951	111.6759
1_Peak40849_lociStitched	chr2	164804748	164805245	1	498	509.1765	137.4205
1_Peak58971_lociStitched	chr7	83668796	83669293	1	498	438.4037	57.6023
1_Peak15538_lociStitched	chr12	93812879	93813376	1	498	809.5136	74.3015
1_Peak42219_lociStitched	chr3	46054660	46055157	1	498	679.9954	71.2201
1_Peak29077_lociStitched	chr17	5491354	5491851	1	498	625.5242	87.8199
1_Peak34172_lociStitched	chr19	21034720	21035217	1	498	332.6421	42.8414
1_Peak68424_lociStitched	chrX	159856787	159857284	1	498	792.4168	62.622
1_Peak56700_lociStitched	chr6	107968666	107969163	1	498	456.3951	63.6657
1_Peak65519_lociStitched	chr9	53933165	53933662	1	498	298.9952	88.1678
1_Peak1666_lociStitched	chr1	62687392	62687889	1	498	1126.3511	97.4617
1_Peak27602_lociStitched	chr16	53265939	53266436	1	498	549.3341	8.4987
1_Peak29871_lociStitched	chr17	48887966	48888463	1	498	867.9608	74.3015
1_Peak66568_lociStitched	chr9	86999862	87000359	1	498	582.5834	113.0178
1_Peak57003_lociStitched	chr6	117661174	117661671	1	498	496.7018	69.083
1_Peak20531_lociStitched	chr14	39532704	39533201	1	498	332.3936	68.089
1_Peak41905_lociStitched	chr3	34136247	34136744	1	498	774.823	52.5329
1_Peak18887_lociStitched	chr13	102906026	102906523	1	498	594.6108	213.8591
1_Peak29883_lociStitched	chr17	49399971	49400468	1	498	584.1241	56.9065
1_Peak38028_lociStitched	chr2	78624942	78625439	1	498	628.0589	69.3812
1_Peak66522_lociStitched	chr9	85932209	85932706	1	498	802.2077	55.4652
1_Peak67931_lociStitched	chrX	76181308	76181805	1	498	826.9583	42.6923
1_Peak24452_lociStitched	chr15	47724726	47725223	1	498	737.4486	75.1961
1_Peak25191_lociStitched	chr15	70727863	70728360	1	498	574.7805	75.5937
1_Peak11299_lociStitched	chr11	61266956	61267453	1	498	683.0768	161.4256
1_Peak17984_lociStitched	chr13	76429498	76429995	1	498	861.5495	87.9193
1_Peak12013_lociStitched	chr11	87214270	87214767	1	498	666.8746	134.2894
1_Peak60968_lociStitched	chr8	14842044	14842541	1	498	423.6428	58.646
1_Peak44952_lociStitched	chr3	139802814	139803311	1	498	496.503	84.5894
1_Peak206_lociStitched	chr1	13752439	13752936	1	498	1109.0555	51.6383
1_Peak47972_lociStitched	chr4	86483213	86483710	1	498	648.7341	107.1532
1_Peak62963_lociStitched	chr8	88792572	88793069	1	498	911.8459	55.0179
1_Peak62060_lociStitched	chr8	54507716	54508213	1	498	503.958	82.7505
1_Peak17150_lociStitched	chr13	40843462	40843959	1	498	665.1351	14.7112
1_Peak41098_lociStitched	chr2	179039558	179040055	1	498	637.8498	50.197
1_Peak9717_lociStitched	chr11	3767805	3768302	1	498	809.116	130.0152
1_Peak21497_lociStitched	chr14	77379790	77380287	1	498	701.1179	91.8953
1_Peak56370_lociStitched	chr6	99804275	99804772	1	498	522.7446	34.7403
1_Peak30297_lociStitched	chr17	65370319	65370816	1	498	2287.9395	62.1747
1_Peak26721_lociStitched	chr16	29374672	29375169	1	498	699.8754	120.6219
1_Peak11227_lociStitched	chr11	57194705	57195202	1	498	769.4057	79.3212
1_Peak7778_lociStitched	chr10	70648734	70649231	1	498	421.7542	153.0263
1_Peak59864_lociStitched	chr7	116504021	116504518	1	498	532.784	211.7717
1_Peak65507_lociStitched	chr9	53328086	53328583	1	498	842.0174	75.9416
1_Peak40147_lociStitched	chr2	140970154	140970651	1	498	691.327	81.9553
1_Peak40372_lociStitched	chr2	145724245	145724742	1	498	1343.5401	55.664
1_Peak5087_lociStitched	chr1	175143130	175143627	1	498	943.9521	123.5045
1_Peak46159_lociStitched	chr4	18410332	18410829	1	498	1061.6417	51.7874
1_Peak61452_lociStitched	chr8	34683102	34683599	1	498	894.6497	78.6751
1_Peak18123_lociStitched	chr13	81108481	81108978	1	498	682.1822	85.3846
1_Peak5796_lociStitched	chr1	192587529	192588026	1	498	581.9373	138.6133
1_Peak29677_lociStitched	chr17	35633825	35634322	1	498	379.4098	60.9322
1_Peak42065_lociStitched	chr3	39719016	39719513	1	498	1622.208	146.7641
1_Peak28215_lociStitched	chr16	74412887	74413384	1	498	529.6529	107.849
1_Peak306_lociStitched	chr1	18168039	18168536	1	498	555.149	150.1934
1_Peak51285_lociStitched	chr5	64866477	64866974	1	498	535.2193	55.7634
1_Peak27073_lociStitched	chr16	40466668	40467165	1	498	453.6616	35.4361
1_Peak45884_lociStitched	chr4	9550065	9550562	1	498	484.4259	81.011
1_Peak114_lociStitched	chr1	9993732	9994229	1	498	1029.9331	129.2697
1_Peak26714_lociStitched	chr16	29162008	29162505	1	498	1498.3556	144.5773
1_Peak22607_lociStitched	chr14	111249583	111250080	1	498	567.2758	59.2921
1_Peak65371_lociStitched	chr9	50067702	50068199	1	498	561.9082	15.2082
1_Peak34068_lociStitched	chr19	17856760	17857257	1	498	612.4531	61.8268
1_Peak68443_lociStitched	chrX	161411117	161411614	1	498	479.0583	29.9691
1_Peak22891_lociStitched	chr14	119306489	119306986	1	498	827.5547	40.1576
1_Peak64119_lociStitched	chr9	8927482	8927979	1	498	1186.1402	107.4514
1_Peak43971_lociStitched	chr3	108017915	108018412	1	498	914.3806	136.2774
1_Peak42707_lociStitched	chr3	61716733	61717230	1	498	704.2987	61.9759
1_Peak7855_lociStitched	chr10	73431295	73431792	1	498	383.4852	80.8619
1_Peak54022_lociStitched	chr6	23853313	23853810	1	498	719.0099	43.5372
1_Peak21079_lociStitched	chr14	64744070	64744567	1	498	986.6941	122.5602
1_Peak25164_lociStitched	chr15	69695748	69696245	1	498	1191.9551	107.6999
1_Peak57186_lociStitched	chr6	126783559	126784056	1	498	652.9586	51.3401
1_Peak10087_lociStitched	chr11	21051654	21052151	1	498	787.248	79.6691
1_Peak61621_lociStitched	chr8	38861389	38861886	1	498	993.0557	135.0349
1_Peak61778_lociStitched	chr8	44202250	44202747	1	498	800.667	112.1232
1_Peak2718_lociStitched	chr1	98924814	98925311	1	498	1058.6597	67.2938
1_Peak48033_lociStitched	chr4	87865617	87866114	1	498	345.8126	59.7891
1_Peak18362_lociStitched	chr13	89667859	89668356	1	498	639.5893	108.4951
1_Peak40758_lociStitched	chr2	162117911	162118408	1	498	664.5387	67.592
1_Peak59461_lociStitched	chr7	101693720	101694217	1	498	451.9221	36.9768
1_Peak50245_lociStitched	chr5	27456898	27457395	1	498	611.31	74.8979
1_Peak64106_lociStitched	chr9	8042778	8043275	1	498	574.2338	93.436
1_Peak48993_lociStitched	chr4	126576245	126576742	1	498	777.0098	111.1292
1_Peak57135_lociStitched	chr6	125039456	125039953	1	498	493.024	131.8541
1_Peak13218_lociStitched	chr12	13166973	13167470	1	498	442.0815	91.8953
1_Peak58923_lociStitched	chr7	82244449	82244946	1	498	833.3696	37.5235
1_Peak36046_lociStitched	chr2	20898661	20899158	1	498	711.9028	58.2981
1_Peak33764_lociStitched	chr18	86675129	86675626	1	498	874.2727	67.095
1_Peak25746_lociStitched	chr15	93216268	93216765	1	498	457.8364	137.8678
1_Peak30551_lociStitched	chr17	73502586	73503083	1	498	639.2911	38.6666
1_Peak14379_lociStitched	chr12	52698908	52699405	1	498	485.1714	114.0615
1_Peak60630_lociStitched	chr7	140933413	140933910	1	498	703.1059	105.9107
1_Peak53450_lociStitched	chr5	150665511	150666008	1	498	1374.5032	109.9364
1_Peak10876_lociStitched	chr11	43967742	43968239	1	498	957.719	71.071
1_Peak13150_lociStitched	chr12	10713389	10713886	1	498	390.1947	67.5423
1_Peak5986_lociStitched	chr10	7076142	7076639	1	498	1006.5244	43.5869
1_Peak10421_lociStitched	chr11	32442553	32443050	1	498	516.3333	130.1146
1_Peak41013_lociStitched	chr2	172159844	172160341	1	498	658.6741	30.814
1_Peak1058_lociStitched	chr1	43137333	43137830	1	498	962.1423	54.2724
1_Peak11545_lociStitched	chr11	69266219	69266716	1	498	552.4155	60.6837
1_Peak33698_lociStitched	chr18	84851003	84851500	1	498	923.0781	174.7452
1_Peak31893_lociStitched	chr18	30964028	30964525	1	498	777.8547	97.8096
1_Peak10392_lociStitched	chr11	31815999	31816496	1	498	1224.9062	85.2355
1_Peak66383_lociStitched	chr9	81312064	81312561	1	498	521.5518	57.6023
1_Peak61109_lociStitched	chr8	23632265	23632762	1	498	571.4009	67.7411
1_Peak10945_lociStitched	chr11	47315267	47315764	1	498	896.0413	122.4111
1_Peak6616_lociStitched	chr10	25539162	25539659	1	498	724.8745	142.9372
1_Peak67294_lociStitched	chr9	115210570	115211067	1	498	204.9131	90.3049
1_Peak40471_lociStitched	chr2	148388171	148388668	1	498	823.6781	79.1224
1_Peak26724_lociStitched	chr16	29456716	29457213	1	498	1076.2038	82.7505
1_Peak31327_lociStitched	chr18	12269902	12270399	1	498	409.1801	87.2235
1_Peak35761_lociStitched	chr2	12187545	12188042	1	498	488.4516	92.442
1_Peak65546_lociStitched	chr9	55348706	55349203	1	498	643.3168	56.7077
1_Peak60620_lociStitched	chr7	140477883	140478380	1	498	664.0417	100.1455
1_Peak48876_lociStitched	chr4	119717397	119717894	1	498	368.5255	92.7402
1_Peak11985_lociStitched	chr11	86159722	86160219	1	498	565.0393	34.8894
1_Peak66672_lociStitched	chr9	92919249	92919746	1	498	681.2379	28.8757
1_Peak67787_lociStitched	chrX	52181342	52181839	1	498	710.71	37.8217
1_Peak10486_lociStitched	chr11	34421092	34421589	1	498	1666.4907	115.1052
1_Peak65452_lociStitched	chr9	52203185	52203682	1	498	944.8964	29.82
1_Peak16388_lociStitched	chr13	11763223	11763720	1	498	551.2227	47.0659
1_Peak9834_lociStitched	chr11	9128130	9128627	1	498	631.5876	61.3298
1_Peak3330_lociStitched	chr1	127062346	127062843	1	498	807.128	106.7059
1_Peak58340_lociStitched	chr7	57243763	57244260	1	498	633.0289	54.9682
1_Peak44144_lociStitched	chr3	115767660	115768157	1	498	404.7568	111.6262
1_Peak63870_lociStitched	chr8	125253997	125254494	1	498	940.6222	79.4703
1_Peak39295_lociStitched	chr2	117417302	117417799	1	498	886.3001	44.8294
1_Peak18187_lociStitched	chr13	82508149	82508646	1	498	1046.6323	120.9698
1_Peak57585_lociStitched	chr6	142850422	142850919	1	498	528.1619	42.7917
1_Peak31833_lociStitched	chr18	29381109	29381606	1	498	686.9534	55.0179
1_Peak58677_lociStitched	chr7	73628024	73628521	1	498	611.4591	68.6854
1_Peak54632_lociStitched	chr6	43021848	43022345	1	498	493.8192	57.0556
1_Peak17032_lociStitched	chr13	36367615	36368112	1	498	804.0963	180.8583
1_Peak22200_lociStitched	chr14	99268988	99269485	1	498	568.6674	5.7155
1_Peak4371_lociStitched	chr1	155494368	155494865	1	498	1021.4841	43.0402
1_Peak52199_lociStitched	chr5	100294171	100294668	1	498	552.7634	119.8267
1_Peak41199_lociStitched	chr3	8051153	8051650	1	498	515.5878	1.2425
1_Peak1731_lociStitched	chr1	64633215	64633712	1	498	566.083	32.4541
1_Peak39162_lociStitched	chr2	115192868	115193365	1	498	246.3132	21.0231
1_Peak59745_lociStitched	chr7	114672565	114673062	1	498	386.7654	70.1764
1_Peak44889_lociStitched	chr3	137709767	137710264	1	498	528.6092	51.5886
1_Peak50179_lociStitched	chr5	24394120	24394617	1	498	593.6168	141.0486
1_Peak27193_lociStitched	chr16	42875274	42875771	1	498	4069.2372	722.2404
1_Peak60835_lociStitched	chr8	9976205	9976702	1	498	460.0729	105.7616
1_Peak59447_lociStitched	chr7	101267855	101268352	1	498	1079.7325	90.9013
1_Peak45918_lociStitched	chr4	11762064	11762561	1	498	466.8321	88.2672
1_Peak48680_lociStitched	chr4	108870034	108870531	1	498	322.1554	49.3521
1_Peak64255_lociStitched	chr9	14500278	14500775	1	498	811.2034	44.3324
1_Peak46883_lociStitched	chr4	46389100	46389597	1	498	183.89	183.0451
1_Peak23070_lociStitched	chr14	123037715	123038212	1	498	876.3601	47.8611
1_Peak52368_lociStitched	chr5	107448739	107449236	1	498	931.0301	156.7538
1_Peak41082_lociStitched	chr2	178698649	178699146	1	498	1234.548	70.9716
1_Peak30344_lociStitched	chr17	66943387	66943884	1	498	483.9289	10.6855
1_Peak52357_lociStitched	chr5	107202763	107203260	1	498	433.2846	67.6417
1_Peak504_lociStitched	chr1	25082270	25082767	1	498	569.1147	92.7402
1_Peak10908_lociStitched	chr11	45866529	45867026	1	498	700.6706	55.2664
1_Peak19725_lociStitched	chr14	11811234	11811731	1	498	1703.5172	98.5054
1_Peak43457_lociStitched	chr3	86079908	86080405	1	498	448.791	86.3786
1_Peak26441_lociStitched	chr16	21814818	21815315	1	498	580.4463	81.011
1_Peak25604_lociStitched	chr15	89733544	89734041	1	498	1015.1722	121.2183
1_Peak50074_lociStitched	chr5	21608874	21609371	1	498	619.1626	98.2569
1_Peak52010_lociStitched	chr5	91861401	91861898	1	498	385.8708	29.9194
1_Peak17801_lociStitched	chr13	62970459	62970956	1	498	686.7049	190.4504
1_Peak3102_lociStitched	chr1	119504636	119505133	1	498	482.1894	81.508
1_Peak49756_lociStitched	chr5	9227393	9227890	1	498	515.4884	35.4858
1_Peak31326_lociStitched	chr18	12220852	12221349	1	498	1342.1485	95.5731
1_Peak57964_lociStitched	chr7	28981687	28982184	1	498	1217.2027	148.603
1_Peak39465_lociStitched	chr2	124271032	124271529	1	498	957.8681	68.8842
1_Peak27661_lociStitched	chr16	55934501	55934998	1	498	520.6075	108.7436
1_Peak62031_lociStitched	chr8	53606842	53607339	1	498	771.6919	111.6759
1_Peak26232_lociStitched	chr16	10286335	10286832	1	498	578.0607	80.9116
1_Peak32978_lociStitched	chr18	63142332	63142829	1	498	483.3325	126.7847
1_Peak25008_lociStitched	chr15	65419711	65420208	1	498	381.0996	30.2673
1_Peak25034_lociStitched	chr15	66238913	66239410	1	498	575.7248	121.6656
1_Peak50282_lociStitched	chr5	30423491	30423988	1	498	400.2838	20.4267
1_Peak56828_lociStitched	chr6	111659957	111660454	1	498	954.2897	25.4464
1_Peak27399_lociStitched	chr16	47627815	47628312	1	498	506.7909	116.2483
1_Peak49306_lociStitched	chr4	140278214	140278711	1	498	585.8139	105.4137
1_Peak29825_lociStitched	chr17	45169095	45169592	1	498	540.9348	10.8843
1_Peak6010_lociStitched	chr10	8174024	8174521	1	498	609.4711	108.2963
1_Peak26126_lociStitched	chr16	6889102	6889599	1	498	721.2961	62.3238
1_Peak31662_lociStitched	chr18	22985163	22985660	1	498	668.4153	131.0092
1_Peak66925_lociStitched	chr9	101160045	101160542	1	498	854.2436	78.1781
1_Peak29665_lociStitched	chr17	34699726	34700223	1	498	1153.4376	107.0538
1_Peak45069_lociStitched	chr3	142358991	142359488	1	498	476.2751	56.5586
1_Peak42084_lociStitched	chr3	40085098	40085595	1	498	598.7359	34.0942
1_Peak38697_lociStitched	chr2	102316499	102316996	1	498	619.1626	82.2038
1_Peak29019_lociStitched	chr17	3602900	3603397	1	498	735.9576	94.3803
1_Peak20498_lociStitched	chr14	37468631	37469128	1	498	776.4631	107.9484
1_Peak12851_lociStitched	chr11	116029912	116030409	1	498	503.2125	109.2406
1_Peak925_lociStitched	chr1	39962837	39963334	1	498	714.8848	16.7489
1_Peak24853_lociStitched	chr15	59480481	59480978	1	498	1151.0023	130.9098
1_Peak36628_lociStitched	chr2	43923933	43924430	1	498	492.03	92.0941
1_Peak51511_lociStitched	chr5	72350174	72350671	1	498	768.2626	66.9459
1_Peak19283_lociStitched	chr13	110741718	110742215	1	498	969.2494	150.6904
1_Peak29661_lociStitched	chr17	33865260	33865757	1	498	711.9525	74.6991
1_Peak18211_lociStitched	chr13	82937855	82938352	1	498	620.4051	198.8
1_Peak46982_lociStitched	chr4	49150437	49150934	1	498	640.5833	59.6897
1_Peak65196_lociStitched	chr9	46152166	46152663	1	498	871.7877	132.699
1_Peak32971_lociStitched	chr18	62854018	62854515	1	498	1747.5514	55.2664
1_Peak57702_lociStitched	chr6	145373675	145374172	1	498	1533.6426	211.722
1_Peak27265_lociStitched	chr16	43573957	43574454	1	498	542.6246	91.3486
1_Peak8441_lociStitched	chr10	94409603	94410100	1	498	815.9746	74.9476
1_Peak24991_lociStitched	chr15	64740896	64741393	1	498	733.6714	38.3187
1_Peak50446_lociStitched	chr5	37320721	37321218	1	498	695.9491	57.3041
1_Peak55446_lociStitched	chr6	70239981	70240478	1	498	1034.1576	146.3665
1_Peak40470_lociStitched	chr2	148364483	148364980	1	498	815.1297	86.5277
1_Peak9029_lociStitched	chr10	108837363	108837860	1	498	712.0022	180.9577
1_Peak47127_lociStitched	chr4	56113652	56114149	1	498	481.8912	65.2064
1_Peak14535_lociStitched	chr12	57637365	57637862	1	498	531.4918	44.4318
1_Peak66836_lociStitched	chr9	97712634	97713131	1	498	716.0279	63.1687
1_Peak43785_lociStitched	chr3	101448618	101449115	1	498	493.1731	106.0101
1_Peak55887_lociStitched	chr6	88576411	88576908	1	498	989.2288	63.8645
1_Peak52156_lociStitched	chr5	99248347	99248844	1	498	533.1816	93.3366
1_Peak40658_lociStitched	chr2	158317054	158317551	1	498	613.298	74.6494
1_Peak29634_lociStitched	chr17	31570432	31570929	1	498	767.1692	120.3237
1_Peak63733_lociStitched	chr8	118357553	118358050	1	498	613.8944	54.2227
1_Peak2763_lociStitched	chr1	102353116	102353613	1	498	449.5862	49.5012
1_Peak39632_lociStitched	chr2	129627598	129628095	1	498	566.8285	102.1832
1_Peak30124_lociStitched	chr17	62470661	62471158	1	498	1432.7516	84.2912
1_Peak42636_lociStitched	chr3	59243356	59243853	1	498	692.2216	10.3873
1_Peak24343_lociStitched	chr15	42914046	42914543	1	498	370.7123	64.113
1_Peak24229_lociStitched	chr15	40339677	40340174	1	498	835.2085	47.3144
1_Peak14024_lociStitched	chr12	43694602	43695099	1	498	590.0881	11.9777
1_Peak17732_lociStitched	chr13	58866188	58866685	1	498	562.5543	151.4359
1_Peak11583_lociStitched	chr11	71411934	71412431	1	498	779.0475	91.8953
1_Peak41437_lociStitched	chr3	19632646	19633143	1	498	637.4522	2.9323
1_Peak46340_lociStitched	chr4	25015177	25015674	1	498	470.4105	37.5732
1_Peak63720_lociStitched	chr8	117881363	117881860	1	498	687.351	89.0624
1_Peak34995_lociStitched	chr19	47356449	47356946	1	498	787.3474	112.3717
1_Peak42232_lociStitched	chr3	46758424	46758921	1	498	528.5595	63.6657
1_Peak37144_lociStitched	chr2	58079770	58080267	1	498	548.688	36.3804
1_Peak64743_lociStitched	chr9	30480428	30480925	1	498	554.155	82.7505
1_Peak25756_lociStitched	chr15	93636832	93637329	1	498	341.7869	22.0668
1_Peak39344_lociStitched	chr2	118995486	118995983	1	498	588.448	84.8876
1_Peak43430_lociStitched	chr3	85490207	85490704	1	498	785.6576	137.9672
1_Peak20098_lociStitched	chr14	24646540	24647037	1	498	724.8248	86.7762
1_Peak39624_lociStitched	chr2	129408567	129409064	1	498	493.5707	94.4797
1_Peak44981_lociStitched	chr3	140778403	140778900	1	498	464.6453	36.9271
1_Peak40806_lociStitched	chr2	163330601	163331098	1	498	754.3466	118.1369
1_Peak68454_lociStitched	chrX	162413098	162413595	1	498	556.8388	38.0205
1_Peak3002_lociStitched	chr1	113372119	113372616	1	498	1023.2733	124.5482
1_Peak18661_lociStitched	chr13	97580018	97580515	1	498	676.6158	131.7547
1_Peak61173_lociStitched	chr8	25016877	25017374	1	498	756.1358	139.1103
1_Peak53154_lociStitched	chr5	139190809	139191306	1	498	580.993	89.2612
1_Peak36632_lociStitched	chr2	43989553	43990050	1	498	585.6151	99.2012
1_Peak30764_lociStitched	chr17	81738290	81738787	1	498	688.6929	89.3109
1_Peak51156_lociStitched	chr5	59996723	59997220	1	498	368.0782	54.9682
1_Peak9981_lociStitched	chr11	16300597	16301094	1	498	780.6876	46.4695
1_Peak6385_lociStitched	chr10	19067754	19068251	1	498	735.5103	52.2844
1_Peak13653_lociStitched	chr12	33061434	33061931	1	498	700.9688	60.2364
1_Peak11792_lociStitched	chr11	80886331	80886828	1	498	634.1223	106.358
1_Peak54954_lociStitched	chr6	52640316	52640813	1	498	693.812	33.5475
1_Peak68222_lociStitched	chrX	133691966	133692463	1	498	570.059	33.3487
1_Peak30110_lociStitched	chr17	62077503	62078000	1	498	1213.2267	122.8584
1_Peak4849_lociStitched	chr1	167212121	167212618	1	498	466.6333	108.7436
1_Peak58461_lociStitched	chr7	64911939	64912436	1	498	592.2252	103.1772
1_Peak6875_lociStitched	chr10	34667078	34667575	1	498	926.6565	73.8045
1_Peak41648_lociStitched	chr3	26065482	26065979	1	498	759.8633	69.9279
1_Peak51632_lociStitched	chr5	75987531	75988028	1	498	655.4436	53.3778
1_Peak3080_lociStitched	chr1	118458793	118459290	1	498	453.0155	52.9305
1_Peak3661_lociStitched	chr1	136739405	136739902	1	498	475.4302	76.2398
1_Peak4935_lociStitched	chr1	169782843	169783340	1	498	284.6816	21.7686
1_Peak53976_lociStitched	chr6	22493777	22494274	1	498	975.0146	116.4968
1_Peak47055_lociStitched	chr4	53246546	53247043	1	498	407.4903	73.6057
1_Peak32575_lociStitched	chr18	54278744	54279241	1	498	1060.4986	83.496
1_Peak1080_lociStitched	chr1	43635605	43636102	1	498	429.0104	72.1644
1_Peak37492_lociStitched	chr2	65567325	65567822	1	498	651.7161	193.2336
1_Peak30602_lociStitched	chr17	75617275	75617772	1	498	541.73	114.2603
1_Peak43789_lociStitched	chr3	101595744	101596241	1	498	622.244	85.6828
1_Peak65354_lociStitched	chr9	49658465	49658962	1	498	410.6214	123.9518
1_Peak47377_lociStitched	chr4	66943588	66944085	1	498	496.1054	18.5381
1_Peak63721_lociStitched	chr8	117930598	117931095	1	498	501.6221	51.4892
1_Peak51551_lociStitched	chr5	73431655	73432152	1	498	421.6051	79.023
1_Peak22998_lociStitched	chr14	121219353	121219850	1	498	161.7735	57.5029
1_Peak32412_lociStitched	chr18	49117803	49118300	1	498	652.4616	52.9305
1_Peak2566_lociStitched	chr1	92519026	92519523	1	498	802.2077	53.0796
1_Peak62619_lociStitched	chr8	75315827	75316324	1	498	536.5115	67.8902
1_Peak1817_lociStitched	chr1	67268427	67268924	1	498	312.0663	44.9288
1_Peak49217_lociStitched	chr4	135920246	135920743	1	498	313.3088	201.1359
1_Peak24893_lociStitched	chr15	60848759	60849256	1	498	996.8826	100.891
1_Peak60169_lociStitched	chr7	125181509	125182006	1	498	714.5369	58.0496
1_Peak36244_lociStitched	chr2	32111229	32111726	1	498	845.1485	110.5328
1_Peak33709_lociStitched	chr18	84998660	84999157	1	498	520.3093	42.8911
1_Peak23255_lociStitched	chr15	10500735	10501232	1	498	473.2931	73.7548
1_Peak18434_lociStitched	chr13	92125824	92126321	1	498	1177.5421	22.0668
1_Peak30437_lociStitched	chr17	69679749	69680246	1	498	552.6143	60.6837
1_Peak57944_lociStitched	chr7	27474567	27475064	1	498	1079.8319	102.4317
1_Peak42122_lociStitched	chr3	41742399	41742896	1	498	515.1902	188.6115
1_Peak46358_lociStitched	chr4	25721480	25721977	1	498	640.2354	29.9194
1_Peak2117_lociStitched	chr1	77462155	77462652	1	498	582.7325	83.2475
1_Peak45688_lociStitched	chr3	159660684	159661181	1	498	645.7521	115.4531
1_Peak58516_lociStitched	chr7	66309870	66310367	1	498	406.8939	84.3409
1_Peak39312_lociStitched	chr2	118110861	118111358	1	498	458.0352	77.3332
1_Peak65096_lociStitched	chr9	42678926	42679423	1	498	575.6254	67.7411
1_Peak4511_lociStitched	chr1	159290270	159290767	1	498	424.935	39.6109
1_Peak20022_lociStitched	chr14	21772944	21773441	1	498	564.5423	44.5312
1_Peak21621_lociStitched	chr14	80212823	80213320	1	498	636.2594	84.1918
1_Peak63552_lociStitched	chr8	111573651	111574148	1	498	447.4988	98.3066
1_Peak41609_lociStitched	chr3	25131671	25132168	1	498	656.5867	76.4883
1_Peak42771_lociStitched	chr3	65262646	65263143	1	498	539.742	43.2887
1_Peak11059_lociStitched	chr11	51898613	51899110	1	498	593.0204	91.8953
1_Peak49550_lociStitched	chr4	154499738	154500235	1	498	481.6427	90.1061
1_Peak5341_lociStitched	chr1	181222043	181222540	1	498	564.9399	4.3736
1_Peak59145_lociStitched	chr7	91208348	91208845	1	498	1410.983	108.6442
1_Peak4843_lociStitched	chr1	166754974	166755471	1	498	181.1068	19.7806
1_Peak2686_lociStitched	chr1	97904633	97905130	1	498	425.7302	155.1634
1_Peak17621_lociStitched	chr13	54590114	54590611	1	498	525.2793	177.8266
1_Peak46719_lociStitched	chr4	38854220	38854717	1	498	528.6092	40.3067
1_Peak48644_lociStitched	chr4	107403343	107403840	1	498	647.6407	99.5491
